,duration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
choct11,113.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,62.0,60.0,58.0,55.0,55.0,55.0,55.0,58.0,60.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,62.0,60.0,58.0,55.0,55.0,55.0,55.0,58.0,60.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,62.0,60.0,60.0,58.0,55.0,55.0,55.0,58.0,60.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,58.0,55.0,55.0,55.0,62.0,60.0,60.0,58.0,55.0,55.0,55.0,58.0,60.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,58.0,55.0,55.0,55.0,55.0,60.0,58.0,58.0,55.0,55.0,55.0,55.0
choct12,111.0,60.0,55.0,57.0,57.0,57.0,55.0,55.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,57.0,52.0,55.0,55.0,52.0,55.0,55.0,52.0,52.0,52.0,52.0,57.0,57.0,55.0,55.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,57.0,57.0,57.0,55.0,52.0,57.0,55.0,55.0,55.0,52.0,55.0,52.0,52.0,52.0,52.0,57.0,55.0,55.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,57.0,57.0,52.0,55.0,55.0,52.0,55.0,55.0,52.0,52.0,52.0,52.0,59.0,57.0,60.0,55.0,60.0,57.0,55.0,55.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,57.0,57.0,52.0,55.0,55.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0
choct13,55.0,60.0,56.0,58.0,58.0,60.0,53.0,53.0,53.0,53.0,51.0,48.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,60.0,56.0,58.0,58.0,60.0,53.0,53.0,53.0,53.0,51.0,48.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,56.0,58.0,58.0,58.0,58.0,53.0,53.0,53.0,53.0,56.0,60.0,58.0,58.0,58.0,53.0,53.0,53.0,53.0,51.0,48.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,58.0,68.0,58.0,58.0,58.0,53.0,53.0,53.0,53.0,51.0,48.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,56.0,60.0,58.0,58.0,58.0,53.0,53.0,53.0,53.0,51.0,48.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
choct14,72.0,57.0,57.0,57.0,57.0,57.0,59.0,61.0,59.0,57.0,54.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,49.0,54.0,54.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,49.0,54.0,54.0,61.0,61.0,61.0,57.0,57.0,57.0,59.0,59.0,57.0,54.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,49.0,54.0,56.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,49.0,54.0,54.0,59.0,59.0,59.0,57.0,57.0,57.0,59.0,59.0,57.0,54.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,49.0,54.0,56.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,49.0,54.0,54.0,54.0
choct15,96.0,56.0,56.0,56.0,53.0,58.0,56.0,51.0,53.0,51.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,63.0,63.0,58.0,58.0,58.0,55.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,46.0,51.0,51.0,51.0,51.0,51.0,51.0,56.0,53.0,53.0,58.0,58.0,55.0,53.0,53.0,51.0,51.0,51.0,51.0,53.0,53.0,51.0,51.0,51.0,51.0,46.0,51.0,51.0,51.0,51.0,51.0,51.0,56.0,51.0,53.0,58.0,56.0,51.0,53.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
choct16,76.0,57.0,55.0,52.0,55.0,55.0,52.0,55.0,55.0,57.0,57.0,55.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,57.0,55.0,52.0,55.0,52.0,52.0,52.0,55.0,57.0,55.0,54.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,57.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,57.0,55.0,54.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,55.0,52.0,52.0,57.0,52.0,52.0,55.0,55.0,55.0,55.0,52.0,57.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,57.0,52.0,57.0,57.0,55.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
choct17,89.5,56.0,57.0,53.0,51.0,51.0,58.0,58.0,53.0,56.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,46.0,51.0,53.0,56.0,53.0,51.0,51.0,51.0,51.0,52.0,51.0,46.0,51.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,46.0,51.0,51.0,58.0,58.0,53.0,51.0,58.0,58.0,58.0,56.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,46.0,51.0,53.0,53.0,56.0,51.0,51.0,51.0,51.0,51.0,51.0,46.0,51.0,51.0,51.0,58.0,53.0,51.0,51.0,58.0,58.0,56.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,56.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
choct18,63.75,53.0,53.0,53.0,53.0,53.0,55.0,55.0,57.0,57.0,57.0,56.0,56.0,56.0,53.0,53.0,53.0,48.0,48.0,53.0,50.0,50.0,50.0,48.0,48.0,48.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,57.0,57.0,57.0,56.0,56.0,56.0,53.0,53.0,53.0,48.0,53.0,53.0,50.0,50.0,50.0,48.0,48.0,48.0,53.0,53.0,53.0,53.0,53.0,55.0,57.0,57.0,57.0,57.0,55.0,53.0,50.0,53.0,53.0,53.0,48.0,53.0,53.0,50.0,50.0,50.0,48.0,48.0,48.0,53.0,53.0,53.0,55.0,55.0,55.0,57.0,57.0,57.0,55.0,55.0,53.0,53.0,53.0,53.0,48.0,48.0,53.0,50.0,50.0,50.0,48.0,48.0,48.0,48.0
choct19,78.0,58.0,58.0,55.0,58.0,55.0,51.0,55.0,51.0,51.0,51.0,51.0,55.0,58.0,55.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,55.0,53.0,53.0,51.0,53.0,51.0,55.0,53.0,53.0,51.0,53.0,53.0,60.0,60.0,55.0,58.0,55.0,53.0,55.0,53.0,51.0,51.0,51.0,55.0,58.0,55.0,53.0,63.0,53.0,53.0,53.0,53.0,51.0,55.0,53.0,53.0,52.0,53.0,51.0,55.0,53.0,53.0,51.0,53.0,53.0,58.0,58.0,55.0,58.0,55.0,51.0,55.0,51.0,51.0,51.0,51.0,55.0,58.0,55.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,55.0,53.0,53.0,51.0,53.0,51.0,55.0,53.0,53.0,51.0,53.0,53.0,53.0
choct20,69.5,58.0,55.0,58.0,58.0,58.0,55.0,55.0,51.0,53.0,51.0,55.0,51.0,53.0,53.0,56.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,60.0,60.0,58.0,58.0,58.0,58.0,53.0,53.0,53.0,52.0,55.0,51.0,53.0,53.0,56.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,58.0,55.0,58.0,55.0,55.0,51.0,53.0,51.0,55.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0
choct21,66.5,74.0,74.0,74.0,74.0,56.0,59.0,59.0,56.0,59.0,52.0,52.0,49.0,56.0,56.0,54.0,54.0,54.0,52.0,47.0,47.0,47.0,47.0,52.0,52.0,54.0,56.0,54.0,52.0,49.0,49.0,56.0,54.0,54.0,54.0,52.0,47.0,47.0,47.0,56.0,59.0,59.0,59.0,56.0,54.0,52.0,52.0,47.0,49.0,49.0,47.0,47.0,52.0,54.0,56.0,56.0,54.0,52.0,52.0,47.0,49.0,49.0,47.0,47.0,47.0,47.0,56.0,59.0,59.0,56.0,59.0,52.0,52.0,49.0,56.0,56.0,54.0,54.0,54.0,52.0,47.0,47.0,47.0,47.0,52.0,52.0,54.0,56.0,54.0,52.0,49.0,49.0,56.0,54.0,54.0,54.0,52.0,47.0,47.0,47.0,47.0
choct22,51.0,59.0,59.0,59.0,57.0,57.0,55.0,55.0,55.0,59.0,59.0,59.0,57.0,55.0,55.0,55.0,55.0,59.0,59.0,55.0,57.0,55.0,52.0,55.0,55.0,55.0,55.0,59.0,59.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,59.0,59.0,55.0,57.0,55.0,55.0,59.0,59.0,59.0,55.0,55.0,55.0,55.0,59.0,59.0,55.0,57.0,55.0,52.0,55.0,55.0,55.0,55.0,59.0,59.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0
choct23,100.0,53.0,53.0,53.0,53.0,60.0,57.0,57.0,57.0,55.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,57.0,57.0,55.0,53.0,53.0,53.0,57.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,57.0,57.0,55.0,55.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,60.0,57.0,57.0,53.0,55.0,53.0,53.0,53.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,57.0,53.0,55.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,57.0,53.0,55.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0
choct24,196.0,54.0,54.0,54.0,49.0,54.0,54.0,53.0,54.0,54.0,57.0,54.0,54.0,54.0,54.0,49.0,54.0,54.0,54.0,54.0,54.0,57.0,54.0,54.0,54.0,54.0,52.0,54.0,54.0,54.0,54.0,54.0,57.0,54.0,54.0,57.0,52.0,49.0,54.0,54.0,54.0,54.0,57.0,57.0,54.0,54.0,57.0,52.0,49.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,57.0,59.0,54.0,54.0,54.0,54.0,52.0,49.0,54.0,54.0,54.0,57.0,59.0,54.0,54.0,54.0,54.0,52.0,49.0,54.0,54.0,54.0,59.0,59.0,57.0,54.0,54.0,52.0,52.0,49.0,54.0,54.0,54.0,57.0,59.0,57.0,54.0,54.0,52.0,52.0,49.0,54.0,54.0,54.0,54.0
choct25,70.0,53.0,53.0,56.0,56.0,56.0,53.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,56.0,53.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,58.0,56.0,53.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,53.0,58.0,58.0,53.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,56.0,56.0,60.0,58.0,58.0,58.0,56.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,60.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,56.0,53.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,53.0,58.0,58.0,53.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0
choct26,108.0,55.0,55.0,55.0,55.0,59.0,55.0,59.0,55.0,57.0,55.0,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,62.0,59.0,59.0,57.0,57.0,55.0,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,59.0,55.0,59.0,55.0,57.0,57.0,55.0,55.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,59.0,55.0,59.0,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,59.0,62.0,62.0,60.0,57.0,55.0,57.0,62.0,62.0,59.0,55.0,57.0,55.0,55.0,57.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,59.0,55.0,59.0,57.0,57.0,55.0,55.0,57.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0
choct27,40.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,57.0,57.0,54.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,57.0,57.0,52.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
choct28,53.5,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,57.0,57.0,59.0,57.0,54.0,57.0,57.0,59.0,57.0,54.0,54.0,54.0,54.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,57.0,59.0,59.0,57.0,54.0,54.0,54.0,54.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,57.0,59.0,59.0,57.0,54.0,54.0,54.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
choct29,16.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,58.0,58.0,58.0,58.0,58.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,53.0,53.0,53.0,53.0,53.0,53.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,55.0,55.0,53.0,53.0,53.0,55.0,53.0,53.0,58.0,58.0,58.0,58.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
choct30,47.5,59.0,59.0,59.0,55.0,55.0,50.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,59.0,59.0,55.0,55.0,59.0,59.0,55.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,59.0,59.0,55.0,59.0,57.0,52.0,52.0,52.0,57.0,57.0,55.0,55.0,55.0,55.0,52.0,52.0,55.0,55.0,57.0,55.0,55.0,55.0,52.0,52.0,52.0,57.0,57.0,55.0,55.0,55.0,55.0,52.0,52.0,55.0,57.0,55.0,55.0,55.0,55.0,52.0,52.0,59.0,59.0,59.0,55.0,59.0,55.0,52.0,52.0,52.0,57.0,57.0,55.0,55.0,55.0,55.0,52.0,52.0,55.0,57.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0
choct31,113.0,57.0,57.0,55.0,55.0,57.0,52.0,52.0,52.0,57.0,55.0,57.0,57.0,52.0,50.0,50.0,57.0,55.0,55.0,57.0,52.0,52.0,52.0,57.0,55.0,55.0,57.0,52.0,50.0,50.0,59.0,57.0,59.0,57.0,52.0,52.0,52.0,57.0,55.0,55.0,57.0,52.0,50.0,50.0,57.0,55.0,55.0,57.0,52.0,52.0,52.0,57.0,55.0,55.0,57.0,52.0,50.0,50.0,59.0,57.0,59.0,57.0,52.0,52.0,52.0,57.0,55.0,57.0,57.0,52.0,50.0,50.0,57.0,55.0,55.0,69.0,52.0,52.0,52.0,57.0,55.0,57.0,57.0,52.0,50.0,50.0,59.0,57.0,59.0,57.0,52.0,52.0,52.0,57.0,55.0,55.0,57.0,52.0,50.0,50.0,50.0
choct32,47.0,55.0,55.0,55.0,57.0,57.0,59.0,55.0,55.0,50.0,50.0,50.0,59.0,59.0,59.0,59.0,57.0,57.0,55.0,50.0,50.0,50.0,50.0,55.0,55.0,57.0,57.0,59.0,55.0,55.0,50.0,50.0,50.0,59.0,59.0,59.0,59.0,57.0,57.0,55.0,50.0,50.0,50.0,50.0,55.0,55.0,57.0,57.0,59.0,55.0,55.0,50.0,50.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
choct33,34.0,53.0,53.0,53.0,55.0,55.0,55.0,57.0,57.0,57.0,53.0,53.0,48.0,48.0,48.0,48.0,57.0,57.0,56.0,56.0,56.0,56.0,55.0,55.0,53.0,53.0,48.0,48.0,48.0,48.0,48.0,53.0,53.0,53.0,55.0,55.0,57.0,57.0,57.0,53.0,53.0,48.0,48.0,48.0,48.0,60.0,60.0,57.0,57.0,57.0,57.0,55.0,55.0,53.0,53.0,48.0,48.0,48.0,48.0,48.0,53.0,53.0,53.0,55.0,55.0,55.0,57.0,57.0,53.0,53.0,48.0,48.0,48.0,48.0,60.0,60.0,57.0,57.0,57.0,57.0,55.0,55.0,53.0,53.0,48.0,48.0,48.0,48.0,48.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
