,duration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
nootka015,30.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,57.0,57.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,57.0,57.0,57.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,60.0,60.0,60.0,57.0,60.0,60.0,57.0,57.0,55.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0
nootka016,38.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,60.0,60.0,60.0,58.0,57.0,57.0,57.0,58.0,60.0,58.0,58.0,58.0,58.0,58.0,60.0,60.0,58.0,57.0,57.0,57.0,53.0,53.0,58.0,58.0,58.0,58.0,58.0,57.0,53.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,57.0,58.0,58.0,58.0,58.0,58.0,60.0,58.0,58.0,58.0,58.0,60.0,60.0,58.0,57.0,58.0,58.0,58.0,58.0,60.0,58.0,58.0,58.0,58.0,60.0,60.0,58.0,57.0,58.0,58.0,53.0,53.0,57.0,58.0,58.0,58.0,58.0,58.0,57.0,53.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
nootka017,53.0,56.0,56.0,56.0,56.0,60.0,60.0,60.0,58.0,60.0,60.0,60.0,60.0,56.0,56.0,58.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,58.0,58.0,58.0,58.0,58.0,58.0,56.0,58.0,58.0,53.0,51.0,53.0,53.0,55.0,51.0,55.0,55.0,55.0,53.0,53.0,55.0,55.0,55.0,53.0,55.0,55.0,55.0,55.0,58.0,56.0,58.0,58.0,60.0,56.0,56.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,56.0,56.0,56.0,51.0,53.0,53.0,51.0,51.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,56.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
nootka018,72.0,60.0,60.0,57.0,60.0,55.0,55.0,55.0,60.0,57.0,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,60.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,59.0,60.0,57.0,57.0,55.0,55.0,55.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,55.0,60.0,57.0,57.0,57.0,55.0,55.0,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,55.0,55.0,59.0,57.0,55.0,55.0,57.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
nootka019,31.25,60.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,63.0,62.0,63.0,63.0,63.0,63.0,62.0,60.0,62.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,60.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,53.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
nootka020,25.0,55.0,55.0,55.0,55.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,55.0,55.0,53.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,55.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
nootka021,70.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,60.0,58.0,58.0,58.0,58.0,58.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,59.0,59.0,56.0,56.0,56.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
nootka022,18.25,58.0,58.0,58.0,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,56.0,54.0,54.0,51.0,51.0,51.0,51.0,56.0,56.0,56.0,54.0,54.0,56.0,56.0,56.0,56.0,56.0,54.0,54.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,56.0,56.0,56.0,56.0,51.0,51.0,51.0,47.0,47.0,47.0,47.0,51.0,51.0,51.0,49.0,52.0,52.0,51.0,51.0,51.0,51.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
nootka023,44.0,58.0,58.0,57.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,55.0,55.0,55.0,51.0,51.0,50.0,50.0,55.0,55.0,55.0,55.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,51.0,50.0,50.0,50.0,50.0,50.0,46.0,46.0,46.0,46.0,50.0,50.0,50.0,50.0,53.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,46.0,46.0,46.0,46.0,50.0,50.0,50.0,50.0,53.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,46.0,46.0,46.0,46.0,46.0
nootka024,44.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,55.0,58.0,58.0,58.0,58.0,58.0,58.0,55.0,53.0,53.0,58.0,58.0,58.0,55.0,55.0,58.0,58.0,55.0,55.0,53.0,53.0,53.0,58.0,58.0,60.0,55.0,55.0,55.0,53.0,53.0,53.0,58.0,58.0,53.0,53.0,58.0,58.0,55.0,55.0,55.0,53.0,53.0,48.0,48.0,53.0,53.0,50.0,50.0,50.0,48.0,48.0,46.0,46.0,48.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,53.0,48.0,50.0,50.0,48.0,48.0,46.0,46.0,46.0,48.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
nootka025,24.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,55.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,55.0,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0
nootka026,40.25,56.0,56.0,53.0,56.0,53.0,56.0,56.0,56.0,53.0,53.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,56.0,56.0,56.0,56.0,53.0,56.0,56.0,56.0,53.0,53.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,56.0,53.0,56.0,56.0,53.0,56.0,56.0,53.0,53.0,53.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,56.0,53.0,56.0,53.0,56.0,56.0,53.0,53.0,53.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,56.0,56.0,56.0,56.0,53.0,56.0,56.0,56.0,53.0,53.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
nootka027,50.0,59.0,59.0,60.0,60.0,60.0,60.0,55.0,55.0,60.0,60.0,60.0,60.0,55.0,55.0,57.0,57.0,57.0,57.0,52.0,52.0,57.0,55.0,57.0,57.0,57.0,57.0,52.0,52.0,57.0,55.0,55.0,55.0,52.0,55.0,57.0,57.0,55.0,52.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,52.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0,55.0,55.0,52.0,55.0,55.0,55.0,55.0,52.0,55.0,55.0,52.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0
nootka028,22.5,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,57.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,57.0,43.0,43.0,43.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,57.0,43.0,43.0,60.0,60.0,59.0,57.0,57.0,57.0,57.0,43.0,43.0,57.0,60.0,59.0,59.0,59.0,59.0,59.0,43.0,57.0,43.0,43.0,57.0,57.0,57.0,57.0,57.0,59.0,60.0,43.0,57.0,57.0,57.0,43.0,43.0,57.0,57.0,57.0,43.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
nootka029,43.0,59.0,59.0,59.0,57.0,55.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,43.0,43.0,43.0,57.0,55.0,43.0,57.0,57.0,57.0,57.0,43.0,43.0,43.0,57.0,55.0,43.0,43.0,43.0,43.0,43.0,55.0,52.0,52.0,43.0,43.0,43.0,43.0,43.0,43.0,55.0,43.0,43.0,43.0,43.0,57.0,43.0,57.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,54.0,54.0,43.0,43.0,43.0,43.0,43.0,57.0,54.0,54.0,54.0,54.0,57.0,57.0,57.0,57.0,54.0,57.0,57.0,57.0,57.0,54.0,57.0,59.0,59.0,59.0,59.0,59.0,57.0,55.0,55.0,43.0,43.0,55.0,55.0,43.0,43.0,52.0,52.0,52.0,52.0,43.0
nootka030,26.5,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,60.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,60.0,60.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,57.0,58.0,58.0,57.0,57.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,57.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0
nootka031,51.0,63.0,63.0,63.0,63.0,59.0,63.0,63.0,59.0,63.0,63.0,63.0,59.0,63.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,56.0,56.0,59.0,59.0,59.0,59.0,56.0,59.0,59.0,56.0,59.0,59.0,56.0,51.0,51.0,47.0,47.0,47.0,54.0,54.0,51.0,54.0,56.0,51.0,49.0,51.0,47.0,47.0,47.0,47.0,49.0,51.0,47.0,47.0,47.0,47.0,47.0,51.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,59.0,59.0,59.0,59.0,56.0,59.0,59.0,56.0,59.0,59.0,56.0,56.0,47.0,47.0,47.0,47.0,47.0,47.0
nootka032,21.25,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,63.0,63.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,59.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,63.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
nootka033,34.25,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,73.0,73.0,73.0,73.0,73.0,73.0
